id,peer_reviewed,publisher,source,search_date,title,year,authors,type,country,school,book_title,series,num_pages,doi,journal_name,volume,keywords,abstract,tried,references,isbn
4f939517e471d7b64a5330b6a3a5a02c1bed73cc,True,ACM,ACM-58153589,2020-04-02T10:47,Active domain-specific languages: making every mobile user a modeller,2017,"['(Vaquero-Melchor,Diego)', '(Palomares,Javier)', '(Guerra,Esther)', '(de Lara,Juan)']",inproceedings,"Austin, Texas",,Proceedings of the ACM/IEEE 20th International Conference on Model Driven Engineering Languages and Systems,MODELS '17,8,10.1109/MODELS.2017.13,,,"['graphical modelling language', ' mobile application', ' flexible modelling', ' active DSL', ' API integration']",,,,
50118f85487f66babc57840b0df2b0b4bd6c9db4,True,ACM,ACM-58153589,2020-04-02T10:47,Socrates: The New SQL Server in the Cloud,2019,"['(Antonopoulos,Panagiotis)', '(Budovski,Alex)', '(Diaconu,Cristian)', '(Hernandez Saenz,Alejandro)', '(Hu,Jack)', '(Kodavalla,Hanuma)', '(Kossmann,Donald)', '(Lingam,Sandeep)', '(Minhas,Umar Farooq)', '(Prakash,Naveen)', '(Purohit,Vijendra)', '(Qu,Hugh)', '(Ravella,Chaitanya Sreenivas)', '(Reisteter,Krystyna)', '(Shrotri,Sheetal)', '(Tang,Dixin)', '(Wakade,Vikram)']",inproceedings,"Amsterdam, Netherlands",,Proceedings of the 2019 International Conference on Management of Data,SIGMOD '19,14,10.1145/3299869.3314047,,,"['cloud database architecture', ' database as a service', ' high availability']",,,,
40f4e1ef6feb793d64ea2ba241bc89223ebe215e,True,ACM,ACM-58153589,2020-04-02T10:47,"Opvis: extensible, cross-platform operational visibility and analytics for cloud",2017,"['(Oliveira,Fábio)', '(Suneja,Sahil)', '(Nadgowda,Shripad)', '(Nagpurkar,Priya)', '(Isci,Canturk)']",inproceedings,"Las Vegas, Nevada",,Proceedings of the 18th ACM/IFIP/USENIX Middleware Conference: Industrial Track,Middleware '17,7,10.1145/3154448.3154455,,,[],,,,
6b6b574504fde4f7729ea0fd11309b986936bcd2,True,ACM,ACM-58153589,2020-04-02T10:47,Algorithms and System Architecture for Immediate Personalized News Recommendations,2019,"['(Yoneda,Takeshi)', '(Kozawa,Shunsuke)', '(Osone,Keisuke)', '(Koide,Yukinori)', '(Abe,Yosuke)', '(Seki,Yoshifumi)']",inproceedings,"Thessaloniki, Greece",,IEEE/WIC/ACM International Conference on Web Intelligence,WI '19,8,10.1145/3350546.3352509,,,"['Personalization', ' Web Service System Architecture', ' Online Experiment', ' Recommender Systems']",,,,
988e83d5e3ada80f6322a34450a0dc84733ae1a0,True,ACM,ACM-58153589,2020-04-02T10:47,Mobile Device Administration for Secure and Manageable Health Data Collection in Under-Resourced Areas,2016,"['(Duggan,Dominic)', '(Muh,Justice A.)', '(Ndongo,Leonard)', '(Yao,Jianhua)', '(Yu,Lian)']",inproceedings,"Nairobi, Kenya",,Proceedings of the 7th Annual Symposium on Computing for Development,ACM DEV '16,10,10.1145/3001913.3001927,,,"['deployment in under-resourced areas', ' app generator', ' Mobile device management']",,,,
391b8f411ebf85829be953f30f14d09492120fdd,True,ACM,ACM-58153589,2020-04-02T10:47,PULSAR: Deploying Network Monitoring and Intrusion Detection for the Science DMZ,2019,"['(Trivedi,Shivam)', '(Featherstun,Lauren)', '(DeMien,Nathan)', '(Gunlach,Callum)', '(Narayan,Sagar)', '(Sharp,Jacob)', '(Werts,Brian)', '(Wu,Lipu)', '(Ellis,Carolyn)', '(Gorenstein,Lev)', '(Gough,Erik)', '(Younts,Alex)', '(Zhu,Xiao)']",inproceedings,"Chicago, IL, USA",,Proceedings of the Practice and Experience in Advanced Research Computing on Rise of the Machines (learning),PEARC '19,8,10.1145/3332186.3333058,,,"['science DMZ', ' intrusion detection systems', ' research computing', ' cybersecurity', ' cyberinfrastructure']",,,,
32a9ba60906fe497c3175e729ad1f48d077bfde5,True,ACM,ACM-58153589,2020-04-02T10:47,Preemptive Multi-Queue Fair Queuing,2019,"['(Zhao,Yong)', '(Suo,Kun)', '(Wu,Xiaofeng)', '(Rao,Jia)', '(Wu,Song)', '(Jin,Hai)']",inproceedings,"Phoenix, AZ, USA",,Proceedings of the 28th International Symposium on High-Performance Parallel and Distributed Computing,HPDC '19,12,10.1145/3307681.3326605,,,"['multicore', ' scheduling', ' cloud computing', ' performance']",,,,
82f2be824a5fbe8e1b40bce283a607f837bb6c02,True,ACM,ACM-58153589,2020-04-02T10:47,FlatStore: An Efficient Log-Structured Key-Value Storage Engine for Persistent Memory,2020,"['(Chen,Youmin)', '(Lu,Youyou)', '(Yang,Fan)', '(Wang,Qing)', '(Wang,Yang)', '(Shu,Jiwu)']",inproceedings,"Lausanne, Switzerland",,Proceedings of the Twenty-Fifth International Conference on Architectural Support for Programming Languages and Operating Systems,ASPLOS '20,15,10.1145/3373376.3378515,,,"['key-value store', ' batching', ' persistent memory', ' log structure']",,,,
201dbfb352bf6de7ea62a67f98916df67f7763aa,True,ACM,ACM-58153589,2020-04-02T10:47,Modelling and managing deployment costs of microservice-based cloud applications,2016,"['(Leitner,Philipp)', '(Cito,Jürgen)', '(Stöckli,Emanuel)']",inproceedings,"Shanghai, China",,Proceedings of the 9th International Conference on Utility and Cloud Computing,UCC '16,10,10.1145/2996890.2996901,,,[],,,,
74a6ff0e5a65bb59dc0a91a361a62972269f86f1,True,ACM,ACM-58153589,2020-04-02T10:47,Cost Aware Resource Sizing and Scaling of Microservices,2019,"['(Agarwal,Preyashi)', '(Lakshmi,J.)']",inproceedings,"Tokyo, Japan",,Proceedings of the 2019 4th International Conference on Cloud Computing and Internet of Things,CCIOT 2019,9,10.1145/3361821.3361823,,,"['Workload Characterization', ' Container Sizing', ' Microservices', ' Scalability', ' Resource Optimization']",,,,
2ff5c279d07c9508b46e1dad35cf54ea30616621,True,ACM,ACM-58153589,2020-04-02T10:47,The High Cost of Free Services: Problems with Surveillance Capitalism and Possible Alternatives for IT Infrastructure,2019,"['(Landwehr,Marvin)', '(Borning,Alan)', '(Wulf,Volker)']",inproceedings,"Lappeenranta, Finland",,Proceedings of the Fifth Workshop on Computing within Limits,LIMITS '19,10,10.1145/3338103.3338106,,,"['digital infrastructure', ' manipulation of behavior', ' IT business models', ' advertising', ' political manipulation', ' surveillance capitalism', ' economics']",,,,
e579b5d1708a11b99118363ed5a8e350404a7e75,True,ACM,ACM-58153589,2020-04-02T10:47,Microservice-oriented Product Line Architecture Design: An Exploratory Study,2019,"['(Costa,Ana Claudia L. A. I.)', '(Colanzi,Thelma E.)', '(Marcolino,Anderson S.)', '(Barbosa,Ellen F.)']",inproceedings,"Salvador, Brazil",,"Proceedings of the XIII Brazilian Symposium on Software Components, Architectures, and Reuse",SBCARS '19,10,10.1145/3357141.3357599,,,[],,,,
65204eb5cd77677e94d61eaf3f44ced0a588d426,True,ACM,ACM-58153589,2020-04-02T10:47,KVLight: a lightweight key-value store for distributed access in cloud,2016,"['(Zeng,Jiaan)', '(Plale,Beth)']",inproceedings,"Cartagena, Columbia",,"Proceedings of the 16th IEEE/ACM International Symposium on Cluster, Cloud, and Grid Computing",CCGRID '16,10,10.1109/CCGrid.2016.55,,,[],,,,
6111644c981537f578e474f4310618f07f0d55ce,True,ACM,ACM-58153589,2020-04-02T10:47,Selecting Secret Sharing Instantiations for Distributed Storage,2019,"['(Traverso,Giulia)', '(Ranly,Paul)', '(Butin,Denis)', '(Buchmann,Johannes)']",inproceedings,"Auckland, New Zealand",,Proceedings of the Seventh International Workshop on Security in Cloud Computing,SCC '19,10,10.1145/3327962.3331458,,,"['information-theoretic techniques', ' usability of security and privacy', ' distributed storage systems security']",,,,
e4289cee97e4bfafdf67bd26371d19ac59194976,True,ACM,ACM-58153589,2020-04-02T10:47,DS.js: Turn Any Webpage into an Example-Centric Live Programming Environment for Learning Data Science,2017,"['(Zhang,Xiong)', '(Guo,Philip J.)']",inproceedings,"Québec City, QC, Canada",,Proceedings of the 30th Annual ACM Symposium on User Interface Software and Technology,UIST '17,12,10.1145/3126594.3126663,,,"['novice programmers', ' data science', ' live programming']",,,,
feea86033c7fd1637e3507bf6baec42ff50fee06,True,ACM,ACM-58153589,2020-04-02T10:47,Do you remember this source code?,2018,"['(Krüger,Jacob)', '(Wiemann,Jens)', '(Fenske,Wolfram)', '(Saake,Gunter)', '(Leich,Thomas)']",inproceedings,"Gothenburg, Sweden",,Proceedings of the 40th International Conference on Software Engineering,ICSE '18,12,10.1145/3180155.3180215,,,"['program comprehension', ' knowledge management', ' maintenance', ' familiarity', ' empirical study', ' forgetting', ' expert identification']",,,,
034d7f61a88281f296de86a56be2c9caf1e820ba,True,ACM,ACM-58153589,2020-04-02T10:47,GERBIL: General Entity Annotator Benchmarking Framework,2015,"['(Usbeck,Ricardo)', '(Röder,Michael)', '(Ngonga Ngomo,Axel-Cyrille)', '(Baron,Ciro)', '(Both,Andreas)', '(Brümmer,Martin)', '(Ceccarelli,Diego)', '(Cornolti,Marco)', '(Cherix,Didier)', '(Eickmann,Bernd)', '(Ferragina,Paolo)', '(Lemke,Christiane)', '(Moro,Andrea)', '(Navigli,Roberto)', '(Piccinno,Francesco)', '(Rizzo,Giuseppe)', '(Sack,Harald)', '(Speck,René)', '(Troncy,Raphaël)', '(Waitelonis,Jörg)', '(Wesemann,Lars)']",inproceedings,"Florence, Italy",,Proceedings of the 24th International Conference on World Wide Web,WWW '15,11,10.1145/2736277.2741626,,,"['reusability', ' benchmarking framework', ' semantic entity annotation system', ' archivability']",,,,
d26db5536ce06ac7e59f8af045d8f266637f5b2d,True,ACM,ACM-58153589,2020-04-02T10:47,NVWAL: Exploiting NVRAM in Write-Ahead Logging,2016,"['(Kim,Wook-Hee)', '(Kim,Jinwoong)', '(Baek,Woongki)', '(Nam,Beomseok)', '(Won,Youjip)']",inproceedings,"Atlanta, Georgia, USA",,Proceedings of the Twenty-First International Conference on Architectural Support for Programming Languages and Operating Systems,ASPLOS '16,14,10.1145/2872362.2872392,,,"['write-ahead-logging', ' non-volatile memory']",,,,
645b9157cf8a9e5a5509dbb33049faa24bc2647c,True,ACM,ACM-58153589,2020-04-02T10:47,Notary: a device for secure transaction approval,2019,"['(Athalye,Anish)', '(Belay,Adam)', '(Kaashoek,M. Frans)', '(Morris,Robert)', '(Zeldovich,Nickolai)']",inproceedings,"Huntsville, Ontario, Canada",,Proceedings of the 27th ACM Symposium on Operating Systems Principles,SOSP '19,17,10.1145/3341301.3359661,,,"['cryptocurrency hardware wallet', ' verification', ' security']",,,,
6c8aea3bff6bf810e4ee24165813a86a94cabd07,True,ACM,ACM-58153589,2020-04-02T10:47,NFaaS: named function as a service,2017,"['(Król,Michał)', '(Psaras,Ioannis)']",inproceedings,"Berlin, Germany",,Proceedings of the 4th ACM Conference on Information-Centric Networking,ICN '17,11,10.1145/3125719.3125727,,,"['function migration', ' mobile edge computing', ' network architectures', ' networks', ' information centric networking']",,,,
f2e59366c7489fa918efabc43e87268f5aaecb7a,True,ACM,ACM-58153589,2020-04-02T10:47,"The open incentive kit (OINK): standardizing the generation, comparison, and deployment of incentive systems",2019,"['(Klugman,Noah)', '(Correa,Santiago)', '(Pannuto,Pat)', '(Podolsky,Matthew)', '(Taneja,Jay)', '(Dutta,Prabal)']",inproceedings,"Ahmedabad, India",,Proceedings of the Tenth International Conference on Information and Communication Technologies and Development,ICTD '19,11,10.1145/3287098.3287101,,,"['human subject', ' incentive system', ' open source']",,,,
efeeae919ecd71f331f89629e782ffc200179088,True,ACM,ACM-58153589,2020-04-02T10:47,Application Performance Management: State of the Art and Challenges for the Future,2017,"['(Heger,Christoph)', '(van Hoorn,André)', '(Mann,Mario)', '(Okanović,Dušan)']",inproceedings,"L&apos;Aquila, Italy",,Proceedings of the 8th ACM/SPEC on International Conference on Performance Engineering,ICPE '17,4,10.1145/3030207.3053674,,,"['software performance engineering', ' application performance management']",,,,
4ec9f090c359e7ac4fd840cf9eb4d93efd3bf785,True,ACM,ACM-58153589,2020-04-02T10:47,Real-time ETL in Striim,2018,"['(Pareek,Alok)', '(Khaladkar,Bhushan)', '(Sen,Rajkumar)', '(Onat,Basar)', '(Nadimpalli,Vijay)', '(Lakshminarayanan,Mahadevan)']",inproceedings,"Rio de Janeiro, Brazil",,Proceedings of the International Workshop on Real-Time Business Intelligence and Analytics,BIRTE '18,10,10.1145/3242153.3242157,,,"['ETL', ' data validation', ' Real-time']",,,,
5288dea4c54cc79fce32cc41b79b7cbdf0e075fd,True,ACM,ACM-58153589,2020-04-02T10:47,Efficient storage support for unikernels as containers,2019,"['(Lagkas Nikolos,Orestis)']",inproceedings,"Davis, California",,Proceedings of the 20th International Middleware Conference Doctoral Symposium,Middleware '19,3,10.1145/3366624.3368168,,,"['cloud computing', ' virtualization', ' container storage', ' containers', ' unikernels']",,,,
a2ac37f12ed263c60235ed32b4227a538209ac29,True,ACM,ACM-58153589,2020-04-02T10:47,Protecting chatbots from toxic content,2018,"['(Baudart,Guillaume)', '(Dolby,Julian)', '(Duesterwald,Evelyn)', '(Hirzel,Martin)', '(Shinnar,Avraham)']",inproceedings,"Boston, MA, USA",,"Proceedings of the 2018 ACM SIGPLAN International Symposium on New Ideas, New Paradigms, and Reflections on Programming and Software",Onward! 2018,12,10.1145/3276954.3276958,,,"['Homomorphic Redaction', ' Context Digression', ' Chatbot']",,,,
92b55b0cd0a7333e75377881d54deab20669b8cf,True,ACM,ACM-58153589,2020-04-02T10:47,Leveraging the Cloud for Intelligent Clinical Data Registries,2019,"['(Humphrey,Marty)', '(Lin,Vincent)', '(Notani,Shweta)', '(Mattos,Jose)']",inproceedings,"Niagara Falls, NY, USA",,"Proceedings of the 10th ACM International Conference on Bioinformatics, Computational Biology and Health Informatics",BCB '19,8,10.1145/3307339.3343464,,,"['amazon web services', ' cloud computing', ' clinical data registries']",,,,
814b3ffb9db7fa6b17759ac13eceb21a4bb2f56e,True,ACM,ACM-58153589,2020-04-02T10:47,VM Wrapping: Fake it till you make it,2017,"['(Henning,Johannes)', '(Felgentreff,Tim)', '(Hirschfeld,Robert)']",inproceedings,"Barcelona, Spain",,"Proceedings of the 12th Workshop on Implementation, Compilation, Optimization of Object-Oriented Languages, Programs and Systems",ICOOOLPS'17,4,10.1145/3098572.3098576,,,"['RPython', ' Virtual Machines']",,,,
1a8a0558d56808b59a71a2c623b69378688bbf3b,True,ACM,ACM-58153589,2020-04-02T10:47,Data Analytics Service Composition and Deployment on Edge Devices,2018,"['(Zhao,Jianxin)', '(Tiplea,Tudor)', '(Mortier,Richard)', '(Crowcroft,Jon)', '(Wang,Liang)']",inproceedings,"Budapest, Hungary",,Proceedings of the 2018 Workshop on Big Data Analytics and Machine Learning for Data Communication Networks,Big-DAMA '18,6,10.1145/3229607.3229615,,,[],,,,
61226cff0336a552b10044192f2a9c2001f16cb7,True,ACM,ACM-58153589,2020-04-02T10:47,Cloudpath: a multi-tier cloud computing framework,2017,"['(Mortazavi,Seyed Hossein)', '(Salehe,Mohammad)', '(Gomes,Carolina Simoes)', '(Phillips,Caleb)', '(de Lara,Eyal)']",inproceedings,"San Jose, California",,Proceedings of the Second ACM/IEEE Symposium on Edge Computing,SEC '17,13,10.1145/3132211.3134464,,,"['path computing', ' cloud computing', ' mobile edge computing', ' computer systems organization']",,,,
8506640632c9eac04247796d8d676def623b0a1b,True,ACM,ACM-58153589,2020-04-02T10:47,Big Data Analytics for Smart Cities: The H2020 CLASS Project,2018,"['(Quiñones,Eduardo)', '(Bertogna,Marko)', '(Hadad,Erez)', '(Ferrer,Ana Juan)', '(Chiantore,Luca)', '(Reboa,Alfredo)']",inproceedings,"Haifa, Israel",,Proceedings of the 11th ACM International Systems and Storage Conference,SYSTOR '18,1,10.1145/3211890.3211914,,,[],,,,
b801511801d15c425ffb8b8fcbc6aa01be5f0ea8,True,ACM,ACM-58153589,2020-04-02T10:47,MYR: A Web-Based Platform for Teaching Coding Using VR,2019,"['(Berns,Christopher)', '(Chin,Grace)', '(Savitz,Joel)', '(Kiesling,Jason)', '(Martin,Fred)']",inproceedings,"Minneapolis, MN, USA",,Proceedings of the 50th ACM Technical Symposium on Computer Science Education,SIGCSE '19,7,10.1145/3287324.3287482,,,"['web-based tools', ' classroom', ' research tools', ' educational tools', ' virtual reality', ' webvr', ' software']",,,,
797a2a81ab08bc32881b962f7e8079982ade8da5,True,ACM,ACM-58153589,2020-04-02T10:47,Towards a cloud performance research repository,2019,"['(Gorton,Ian)', '(Rajagopal,Shravanthi)', '(Liu,Yan)']",inproceedings,"Montreal, Quebec, Canada",,Proceedings of the 2nd International Workshop on Establishing a Community-Wide Infrastructure for Architecture-Based Software Engineering,ECASE '19,4,10.1109/ECASE.2019.00012,,,"['scalability', ' benchmarks', ' performance', ' community research repository']",,,,
cf0f96cfa9c8734fa05b49e7f8c92c5d06f44ba4,True,ACM,ACM-58153589,2020-04-02T10:47,Position Paper: Progressive Memory Safety for WebAssembly,2019,"['(Disselkoen,Craig)', '(Renner,John)', '(Watt,Conrad)', '(Garfinkel,Tal)', '(Levy,Amit)', '(Stefan,Deian)']",inproceedings,"Phoenix, AZ, USA",,Proceedings of the 8th International Workshop on Hardware and Architectural Support for Security and Privacy,HASP '19,8,10.1145/3337167.3337171,,,"['Wasm', ' tagged memory', ' memory safety', ' WebAssembly']",,,,
cc221e06bead59e47cdb980ce8dd493965114b20,True,ACM,ACM-58153589,2020-04-02T10:47,Cloud computing: developing contemporary computer science curriculum for a cloud-first future,2018,"['(Foster,Derek)', '(White,Laurie)', '(Adams,Joshua)', '(Erdil,D. Cenk)', '(Hyman,Harvey)', '(Kurkovsky,Stan)', '(Sakr,Majd)', '(Stott,Lee)']",inproceedings,"Larnaca, Cyprus",,Proceedings Companion of the 23rd Annual ACM Conference on Innovation and Technology in Computer Science Education,ITiCSE 2018 Companion,18,10.1145/3293881.3295781,,,"['Curriculum Development', ' Cloud Computing', ' Distributed Computing', ' Education', ' Computer Science']",,,,
8c6e1ac1a0e7240fe8b3cf0bc447014eaca5da6b,True,ACM,ACM-58153589,2020-04-02T10:47,Concurrency in evolutionary algorithms,2019,"['(Merelo,J J)']",inproceedings,"Prague, Czech Republic",,Proceedings of the Genetic and Evolutionary Computation Conference Companion,GECCO '19,3,10.1145/3319619.3323395,,,[],,,,
307b77da52386539bdd3806e2f32905488c6879f,True,ACM,ACM-58153589,2020-04-02T10:47,Hear-Here: a choreographed peer-to-peer network for live participation on the radio,2017,"['(Black,August)']",inproceedings,"London, United Kingdom",,Proceedings of the 12th International Audio Mostly Conference on Augmented and Participatory Sound and Music Experiences,AM '17,6,10.1145/3123514.3123552,,,"['peer-to-peer audio', ' WebRTC', ' participatory radio']",,,,
0a98b0fb103db2fee93b6e4065d4f78602f6f495,True,ACM,ACM-58153589,2020-04-02T10:47,"Automatic Global Multiscale Seismic Inversion: Insights into Model, Data, and Workflow Management",2016,"['(Afanasiev,Michael)', '(Boehm,Christian)', '(Gokhberg,Alexey)', '(Fichtner,Andreas)']",inproceedings,"Lausanne, Switzerland",,Proceedings of the Platform for Advanced Scientific Computing Conference,PASC '16,10,10.1145/2929908.2929910,,,"['seismic tomography', ' workflow management', ' compression', ' full-waveform inversion']",,,,
c53b4c954ea62249ec73b9d8bcb1e8fbbb2a87c0,True,ACM,ACM-58153589,2020-04-02T10:47,Facing Backwards While Stumbling Forwards: The Future of Teaching Web Development,2019,"['(Connolly,Randy)']",inproceedings,"Minneapolis, MN, USA",,Proceedings of the 50th ACM Technical Symposium on Computer Science Education,SIGCSE '19,6,10.1145/3287324.3287433,,,"['web development', ' cloud computing', ' cs education']",,,,
acafffef0cf510f232874dacfe2fae90a1e85ff0,True,ACM,ACM-58153589,2020-04-02T10:47,Personalized Service Delivery using Reinforcement Learning in Fog and Cloud Environment,2019,"['(Dehury,Chinmaya Kumar)', '(Srirama,Satish Narayana)']",inproceedings,"Munich, Germany",,Proceedings of the 21st International Conference on Information Integration and Web-based Applications & Services,iiWAS2019,8,10.1145/3366030.3366055,,,"['Q-learn algorithm', ' cloud computing', ' Reinforcement learning', ' service delivery', ' fog computing']",,,,
9af7784a39bf0484bb931090d934368555dee97b,True,ACM,ACM-58153589,2020-04-02T10:47,GrandSLAm: Guaranteeing SLAs for Jobs in Microservices Execution Frameworks,2019,"['(Kannan,Ram Srivatsa)', '(Subramanian,Lavanya)', '(Raju,Ashwin)', '(Ahn,Jeongseob)', '(Mars,Jason)', '(Tang,Lingjia)']",inproceedings,"Dresden, Germany",,Proceedings of the Fourteenth EuroSys Conference 2019,EuroSys '19,16,10.1145/3302424.3303958,,,"['Systems and Machine Learning', ' Microservice']",,,,
257b539ab88b51349b15eeca7ee912c343871e80,True,ACM,ACM-58153589,2020-04-02T10:47,A reactive language for analyzing cloud logs,2018,"['(Baudart,Guillaume)', '(Mandel,Louis)', '(Tardieu,Olivier)', '(Vaziri,Mandana)']",inproceedings,"Boston, MA, USA",,Proceedings of the 5th ACM SIGPLAN International Workshop on Reactive and Event-Based Languages and Systems,REBLS 2018,10,10.1145/3281278.3281280,,,"['Log analysis', ' Reactive programming', ' Programming language']",,,,
60bdc42e17d86bfcb8aab9c182aafd14a2f0af62,True,ACM,ACM-58153589,2020-04-02T10:47,Don't repeat yourself: seamless execution and analysis of extensive network experiments,2018,"['(Frömmgen,Alexander)', '(Stohr,Denny)', '(Koldehofe,Boris)', '(Rizk,Amr)']",inproceedings,"Heraklion, Greece",,Proceedings of the 14th International Conference on emerging Networking EXperiments and Technologies,CoNEXT '18,7,10.1145/3281411.3281420,,,[],,,,
defe2f248a5c5d686c834a80d7f5d16b06090de1,True,ACM,ACM-58153589,2020-04-02T10:47,A Reality Check on Inference at Mobile Networks Edge,2019,"['(Cartas,Alejandro)', '(Kocour,Martin)', '(Raman,Aravindh)', '(Leontiadis,Ilias)', '(Luque,Jordi)', '(Sastry,Nishanth)', '(Nuñez-Martinez,Jose)', '(Perino,Diego)', '(Segura,Carlos)']",inproceedings,"Dresden, Germany",,"Proceedings of the 2nd International Workshop on Edge Systems, Analytics and Networking",EdgeSys '19,6,10.1145/3301418.3313946,,,"['Artificial Intelligence', ' Edge computing']",,,,
38a25892fafe57b02ac495b39fa5b79143b648b2,True,ACM,ACM-58153589,2020-04-02T10:47,Towards Secure Cloud Orchestration for Multi-Cloud Deployments,2018,"['(Paladi,Nicolae)', '(Michalas,Antonis)', '(Dang,Hai-Van)']",inproceedings,"Porto, Portugal",,Proceedings of the 5th Workshop on CrossCloud Infrastructures & Platforms,CrossCloud'18,6,10.1145/3195870.3195874,,,"['Orchestration', ' virtualization', ' security', ' microservices', ' cloud infrastructure']",,,,
b44bebce7b14792b35fb1e4b68acc2da30d0447e,True,ACM,ACM-58153589,2020-04-02T10:47,XR Collaboration Architecture based on Decentralized Web,2019,"['(Huh,Seungyeon)', '(Muralidharan,Shapna)', '(Ko,Heedong)', '(Yoo,Byounghyun)']",inproceedings,"LA, CA, USA",,The 24th International Conference on 3D Web Technology,Web3D '19,9,10.1145/3329714.3338137,,,"['decentralized web', ' cross reality', ' XR', ' collaboration', ' Webizing', ' extended reality']",,,,
1b4c67e4b9c79497338a6187fb25fafef93bffea,True,ACM,ACM-58153589,2020-04-02T10:47,"The Agave Platform: An Open, Science-as-a-Service Platform for Digital Science",2018,"['(Dooley,Rion)', '(Brandt,Steven R.)', '(Fonner,John)']",inproceedings,"Pittsburgh, PA, USA",,Proceedings of the Practice and Experience on Advanced Research Computing,PEARC '18,8,10.1145/3219104.3219129,,,"['job submission', ' science gateway', ' Docker', ' REST', ' Agave', ' platform', ' platform-as-a-service', ' HPC', ' software-as-a-service', ' data science', ' saas', ' cloud', ' big data', ' API', ' paas', ' data management', ' Singularity', ' Science-as-a-Service', ' microservice', ' web service', ' container', ' HTC', ' cloud service', ' web application', ' devops']",,,,
d8906375606a79be8478ce0cdd80e72cb788e6a4,True,ACM,ACM-58153589,2020-04-02T10:47,Turn of the Carousel - What Does Edge Computing Change for Distributed Applications?,2018,"['(Venugopal,Srikumar)', '(Gazzetti,Michele)', '(Gkoufas,Yiannis)', '(Katrinis,Kostas)']",inproceedings,"Egham, United Kingdom",,"Proceedings of the 2018 Workshop on Advanced Tools, Programming Languages, and PLatforms for Implementing and Evaluating Algorithms for Distributed systems",ApPLIED '18,3,10.1145/3231104.3231114,,,"['video analytics', ' edge computing']",,,,
8177756f84fcac69c1ba2f261f9dd8beebd7943b,True,ACM,ACM-58153589,2020-04-02T10:47,"Towards m-gov in Solid Waste Management Sector Using RFID, Integrated technologies",2016,"['(Purohit,Suchit S.)', '(Bothale,Vinod M.)', '(Gandhi,Savita R.)']",inproceedings,"Udaipur, India",,Proceedings of the Second International Conference on Information and Communication Technology for Competitive Strategies,ICTCS '16,4,10.1145/2905055.2905119,,,"['Solid waste Management', ' RFID', ' m-Governance', ' Android']",,,,
2444bcc171767892f23c30492a5853f4d1c5a822,True,ACM,ACM-58153589,2020-04-02T10:47,MicroMobile: Leveraging Mobile Advertising for Large-Scale Experimentation,2018,"['(Corner,Mark D.)', '(Levine,Brian N.)']",inproceedings,"Munich, Germany",,"Proceedings of the 16th Annual International Conference on Mobile Systems, Applications, and Services",MobiSys '18,13,10.1145/3210240.3210326,,,"['Mobile advertising', ' Mobile measurement']",,,,
ac89e419c650f30769d20ba762824b84947226ed,True,ACM,ACM-58153589,2020-04-02T10:47,A cross-cloud space as a safe and highly reliable way of storing e-services data,2017,"['(Lupandin,Alexander A)', '(Volkov,Vadim)']",inproceedings,"St. Petersburg, Russia",,Proceedings of the Internationsl Conference on Electronic Governance and Open Society: Challenges in Eurasia,eGose '17,5,10.1145/3129757.3129761,,,"['data security', ' cross-cloud', ' electronic services to the population', ' reliability-fault tolerance', ' simulation', ' cloud storage']",,,,
3dc26929143ba0cfcc5df589c64802ab7e93bbbd,True,ACM,ACM-58153589,2020-04-02T10:47,Web 3D indoor authoring and VR exploration via texture baking service,2016,"['(Spini,Federico)', '(Marino,Enrico)', ""(D'Antimi,Michele)"", '(Carra,Edoardo)', '(Paoluzzi,Alberto)']",inproceedings,"Anaheim, California",,Proceedings of the 21st International Conference on Web3D Technology,Web3D '16,4,10.1145/2945292.2945309,,,"['3D visualization', ' baking service', ' graphics processing', ' virtual environments', ' web rendering']",,,,
4d92efa27dbbcb17caceee8556c852aa900eecfc,True,ACM,ACM-58153589,2020-04-02T10:47,Empath2: a flexible web and cloud-based home health care monitoring system,2015,"['(Dickerson,Robert F.)', '(Hoque,Enamul)', '(Emi,Ifat Afrin)', '(Stankovic,John A.)']",inproceedings,"Corfu, Greece",,Proceedings of the 8th ACM International Conference on PErvasive Technologies Related to Assistive Environments,PETRA '15,8,10.1145/2769493.2769508,,,[],,,,
44de98a1cf57465d27aa15ce18f2f32fa3a45365,True,ACM,ACM-58153589,2020-04-02T10:47,Grafting sockets for fast container networking,2018,"['(Nakamura,Ryo)', '(Sekiya,Yuji)', '(Tazaki,Hajime)']",inproceedings,"Ithaca, New York",,Proceedings of the 2018 Symposium on Architectures for Networking and Communications Systems,ANCS '18,13,10.1145/3230718.3230723,,,"['socket API', ' network stack', ' container networking']",,,,
de6dd377fb1e71dfc48cacb65eb3c5287cf1381f,True,ACM,ACM-58153589,2020-04-02T10:47,Toward scalable monitoring on large-scale storage for software defined cyberinfrastructure,2017,"['(Paul,Arnab K.)', '(Tuecke,Steven)', '(Chard,Ryan)', '(Butt,Ali R.)', '(Chard,Kyle)', '(Foster,Ian)']",inproceedings,"Denver, Colorado",,Proceedings of the 2nd Joint International Workshop on Parallel Data Storage & Data Intensive Scalable Computing Systems,PDSW-DISCS '17,6,10.1145/3149393.3149402,,,[],,,,
